placeInfo/name,id,placeInfo/numberOfReviews,placeInfo/rating,rating,text,lang,placeInfo/address,placeInfo/longitude,placeInfo/latitude,placeInfo/webUrl,placeInfo/website,placeInfo/addressObj/postalcode,subtype,description
Athr Gallery,7186534,19,4.5,1,"Seriously disappointed as I went here but they were closed and setting up for a new exhibition, so nothing was on display. Very disappointing and not advertised on any website.",en,"Tahlia Street, Jeddah 23441 Saudi Arabia",39.18443,21.55881,https://www.tripadvisor.com/Attraction_Review-g295419-d7186534-Reviews-Athr_Gallery-Jeddah_Makkah_Province.html,http://www.athrart.com/,23441,Points of Interest & Landmarks,
Syrup,23599551,6,5,5,"the vibe is very welcoming, staff is very friendly, and it’s very different and unique compared to other entertainment places in riyadh",en,"9038 Prince Faisal Bin Bandar Bin Abdul Aziz Road AL Narjis, Riyadh 13324 Saudi Arabia",46.675297,24.713552,https://www.tripadvisor.com/Attraction_Review-g293995-d23599551-Reviews-Syrup-Riyadh_Riyadh_Province.html,https://syrup.sa/event/,13324,Karaoke Bars,
Hira Cultural District,26721603,17,5,5,"This was an enjoyable museum, and the cost was 15 SAR.  The entire Hira Cultural Center is 180 degrees difference from 22 years ago when there was no development at all. The development of shops reminds me of an outdoor outlet malls in the US. Al-Wahyu museum is modern and reminds of Universal Studios or Disneyland grade type of exhibit. I recommend reading Raheequl Makhtum to appreciate the narrative of the museum as well as more detailed version of the story. It’s in Arabic, but has English subtitles. They can support other languages like Bahasa. Plus, they was a tasty Doner kebab Restoran. There was lots of information to absorb, so I would have like a little bit longer to try read some of the exhibits at the end of the tour.",en,"Hussein Serhan, Mecca 24239 Saudi Arabia",39.86906,21.456188,https://www.tripadvisor.com/Attraction_Review-g293993-d26721603-Reviews-Hira_Cultural_District-Mecca_Makkah_Province.html,,24239,History Museums,
Riyadh City Boulevard,25265783,6,5,5,"It's like a park with added features that resembles New York City Broadway  Avenue  and a little bit of Hollywood studios and the rest was like King Abdullah Eco Park and Jawatha park/Quba Square  with  fountains and lots of eateries.
It is a great place for family and children.",en,"Riyadh 13513, King Turki Bin Abdulaziz I, Riyadh 13513 Saudi Arabia",46.602455,24.76718,https://www.tripadvisor.com/Attraction_Review-g293995-d25265783-Reviews-Riyadh_City_Boulevard-Riyadh_Riyadh_Province.html,,13513,Game & Entertainment Centers,
Al Ma'athar Cave Park,11657861,17,4,5,"A very good place for a refreshing evening walk. A very good park , very well maintained and the Ma'athar cave spot on the walkway",en,"King Turki Bin Abdulaziz Road, Riyadh 12713 Saudi Arabia",46.66922,24.67365,https://www.tripadvisor.com/Attraction_Review-g293995-d11657861-Reviews-Al_Ma_athar_Cave_Park-Riyadh_Riyadh_Province.html,,12713,Parks,
Al Hamra Mall,12655208,17,4,4,"Went to this mall for the first time but it was pretty good. A very decent size mall with a variety of shops and different cafes/restaurants.

Very clean and well maintained. Definitely a nice place to go with family if you are in the area or live in the neighbourhood.",en,"Shaikh Hasan Bin Hussain Bin Ali Rd, Riyadh Saudi Arabia",46.776466,24.774351,https://www.tripadvisor.com/Attraction_Review-g293995-d12655208-Reviews-Al_Hamra_Mall-Riyadh_Riyadh_Province.html,https://mall.cenomicenters.com/en/malls/al-hamra-mall/,,Shopping Malls,
Prince Saud Bin Naif Park,7392313,18,4,5,"حديقة رائعة
أخذنا جولة في الحديقة ذات المساحات الخضراء الشاسعة وكذلك أشجار نخيل و مناظر خلابة كما يتوفر  بها مرافق لخدمة ذوي الاحتياجات الخاصة وتزين مدخلها النافورة الجميلة مناسبة للجميع الآعمار",ar,"Prince Faisal Bin Fahd Road Alturki Business Park, Dhahran 31952 Saudi Arabia",50.16248,26.30731,https://www.tripadvisor.com/Attraction_Review-g298548-d7392313-Reviews-Prince_Saud_Bin_Naif_Park-Dhahran_Eastern_Province.html,http://www.princesaudpark.com,31952,Parks,
Al Fursan Business Class Lounge,25294142,6,4,2,"Crowded, no chairs to sit. Limited staff and limited food. As I said, this is not Dubai but I guess they will get there at some point.",en,"King Abdulaziz International Airport Second Floor, Jeddah Saudi Arabia",39.142944,21.689692,https://www.tripadvisor.com/Attraction_Review-g295419-d25294142-Reviews-Al_Fursan_Business_Class_Lounge-Jeddah_Makkah_Province.html,,,Airport Lounges,
MazeBox,12218728,6,4.5,5,"من غير مجاملة رهييييييييييييب من احلى الاماكن اللي قضيت فيها وقت مع الشباب (تفكير ، ضحك ، لعب ) استمتعنا وشكرا لفريق العمل البشوش
 
يااخي دي الاماكن اللي تفتح النفس 
شكرا ميز بوكس 👍🏼",ar,"Prince Sultan Street, Jeddah Saudi Arabia",39.14675,21.58925,https://www.tripadvisor.com/Attraction_Review-g295419-d12218728-Reviews-MazeBox-Jeddah_Makkah_Province.html,https://www.facebook.com/Mazboxescaperoom/,,Room Escape Games,
The Dojo,28144560,6,5,5,"One of the best muay thai sessions I ever had, Professional coaches and friendly vibes enjoyed every second of training",en,"Dist, Al Kayal, Ar Rawdah, Jeddah 23434, Jeddah 23434 Saudi Arabia",39.163464,21.56896,https://www.tripadvisor.com/Attraction_Review-g295419-d28144560-Reviews-The_Dojo-Jeddah_Makkah_Province.html,,23434,Health/Fitness Clubs & Gyms,
Roshan Mall,14979174,6,3.5,2,"With the pictures, the mall was looking huge and amazing. But in actual it was quite depressing. The lights are not good. For food, there are good restaurants. You will find very good place for kids to play soccer over there. For adults there is Trampoline place which was amusing.",en,"King Abdullah Road, Jeddah 23713 Saudi Arabia",39.10974,21.66515,https://www.tripadvisor.com/Attraction_Review-g295419-d14979174-Reviews-Roshan_Mall-Jeddah_Makkah_Province.html,,23713,Shopping Malls,
Gulf Divers Group,7198123,4,5,4,"The number mentioned is a wrong phone number 
Can any body advise me of the correct number or another course in Saudi Arabia
Ir call me via +966-505-22-7648",en,"Al Amir Fahd Street, Jeddah Saudi Arabia",39.16419,21.51305,https://www.tripadvisor.com/Attraction_Review-g295419-d7198123-Reviews-Gulf_Divers_Group-Jeddah_Makkah_Province.html,,,Scuba & Snorkeling,
Jeddah Lanes,8387761,4,4,3,Lanes are clean and food is available. All the bowling balls are the same size tho. Great value for Money,en,"Mosadia 3 Plaza Madinah Road, Jeddah Saudi Arabia",,,https://www.tripadvisor.com/Attraction_Review-g295419-d8387761-Reviews-Jeddah_Lanes-Jeddah_Makkah_Province.html,,,Bowling Alleys,
Lake Duma Jandal,17606877,5,4,3,"دورات المياه وخصوصاً النساء شي مو طبيعي قمه ف القذاره والوساخه حتى الحيوانـ.ات ماتسوي كذا اتمنى تشوفون حل ",ar,"37 km away from Sakakah, Dumah Al Jandal Saudi Arabia",40.284122,30.000992,https://www.tripadvisor.com/Attraction_Review-g14951511-d17606877-Reviews-Lake_Duma_Jandal-Dumah_Al_Jandal_Jouf_Province.html,,,Bodies of Water,
Strawberry Farm,23616245,5,5,5,"Experience sympathique, le lieu est calme et interessant,  une belle façon d’occuper ses enfants animaux, cueillette de fraise,deguster une glace a la fraise, le choix est assez varié a une vingtaine de minute de Taif en voiture.
Je recommande",fr,"5h, Al Hada 26794 Saudi Arabia",40.27827,21.358217,https://www.tripadvisor.com/Attraction_Review-g11982541-d23616245-Reviews-Strawberry_Farm-Al_Hada_Makkah_Province.html,http://www.instagram.com/strw_99/?igshid=1klahnl4fs82c,26794,Farms,
Gamma,23265535,4,4,1,"الصراحه تجربتي بجاما سيئة جداً والموظف تعامله اسوء 
ارجوا منكم النظر فيه 
ماظن اكرر تجربتي بعد اللي صار",ar,"Al Ashria Street, Dammam 32432 Saudi Arabia",50.130062,26.452145,https://www.tripadvisor.com/Attraction_Review-g298547-d23265535-Reviews-Gamma-Dammam_Eastern_Province.html,http://www.gammagame.com,32432,Game & Entertainment Centers,
Modon Lake Park,19723328,4,5,5,"In Dammam 2nd Industrial City, near to Dammam- Al Hassa high way. Not crowded at any time
It has a lake where you can see ducks playing. You can walk around the corner of this lake and has seatings to rest. Kids can play around. There are small coffee shops. Well maintained. Overall this park is calm and cool",en,"Dammam 2nd Industrial City, Dammam 34334 Saudi Arabia",49.97771623,26.22504933,https://www.tripadvisor.com/Attraction_Review-g298547-d19723328-Reviews-Modon_Lake_Park-Dammam_Eastern_Province.html,,34334,Parks,
Historical Hamdan House Museum,8732543,6,4.5,3,متحف حمدان التاريخي يعتبركمتحف شخصي  في مدينة عنيزة يحوي بعض اثار وتاريخ المدينة   التي تتميز بتاريخها العريق والجميل وهو متحف يستحق الزيارة ,ar,"Wadi El Jenah Road, Unaizah Saudi Arabia",43.96806574,26.1422578,https://www.tripadvisor.com/Attraction_Review-g3238691-d8732543-Reviews-Historical_Hamdan_House_Museum-Unaizah_Al_Qasim_Province.html,,,History Museums,
Amberiye Mosque,17526479,4,4.5,5,"هو المسجد الذي أنشأه السلطان العثماني عبد الحميد الثاني عام 1326هـ 1908م، ليكون جزءاً من مشروع محطة المدينة المنورة التي هي آخر محطة من محطات سكة حديد الحجاز والذي كان يربط بين المدينة والشام ، والتي بنيت في منطقة العنبرية بالمدينة المنورة، فحمل المسجد والمحطة اسم المنطقة، وقد تم بناء المسجد بالأسلوب العثماني التقليدي حيث ترى من التدخل سقيفة للمدخل تقوم على أعمدة ذات تيجان ذات وعقود مدببة، تحمل قبابا نصف كروية صغيرة وتحف السقيفة منارتان رشيقتان أسطوانيتان لكل منهما شرفة مؤذن واحدة يعلوها مخروط مصفح بالرصاص، وندلف من المدخل إلى بيت الصلاة مربع الشكل المغطى بقبة واحدة كبيرة، مزخرفة من الداخل بزخارف نباتية ملونة عثمانية الطراز، تنتمي إلى تلك المرحلة التي تأثر فيها الطراز العثماني بالأنماط الزخرفية والأوروبية ، ولا يوجد بالمسجد منبر، لأنه لا تؤدى فيه الجمعة، وقد استعملت المواد المحلية في بناء المسجد فنره من الخارج أسود اللون نتيجة بنائه بحجر البازلت البركاني المدني المعروف في المدينة بالحجر الحراوي، وهو من أشد الحجارة صلابة، وقد استخدمه العثمانيون قبل ذلك في بناء الجزء المجيدي من الحرم النبوي الشريف، وربما كان ذلك سببا في صمود المسجد إلى اليوم.

وهو أحد المعالم المهمة بالمدينة المنورة ويأتي له الكثير من الزور",ar,"8762 Omar Ibn Alkhtab Road, Medina Saudi Arabia",39.57198,24.44489,https://www.tripadvisor.com/Attraction_Review-g298551-d17526479-Reviews-Amberiye_Mosque-Medina_Al_Madinah_Province.html,,,Historic Sites,
Spectrum Wellness For Women,6819141,5,4.5,5,"This Gym is great, the staff and trainers are amazing, they are well informed and very helpful. The schedules change weekly and are always interesting, the sessions are sometimes overcrowded but overall the sessions are great!",en,"Olaya Street Behind Jareer Bookstore, Riyadh 11351 Saudi Arabia",46.64636,24.77072,https://www.tripadvisor.com/Attraction_Review-g293995-d6819141-Reviews-Spectrum_Wellness_For_Women-Riyadh_Riyadh_Province.html,http://www.spectrum4women.com,11351,Spas,
Hayyak VIP Lounge - Riyadh Terminal 3,27101072,5,4,5,"Great place to stay in while you are traveling and awaiting to be boarded to your flight. There are food varieties that are suitable to everyone. The staff are welcoming and helpful. The place is clean and well attended. 
I appreciate my experience there and I thank the team there for their great efforts.",en,"Mezzanine Floor, Terminal 3, Riyadh 13454 Saudi Arabia",46.675297,24.713552,https://www.tripadvisor.com/Attraction_Review-g293995-d27101072-Reviews-Hayyak_VIP_Lounge_Riyadh_Terminal_3-Riyadh_Riyadh_Province.html,,13454,Airport Lounges,
Omar Bin Al-Khattab Mosque,20857750,3,4.5,5,"This is one of the oldest well preserved historic mosques in Saudi Arabia, it is next to Qasr Marid at the ancient city of Dumat Al Jandal, the mosque is beautiful and sets an example of the Classic architecture of the first Islamic mosques, Omar bin Alkhatab gave an order to build this mosque and hence it was called after him, the mosque is still used for prayers.",en,Dumah Al Jandal Saudi Arabia,39.8756561,29.81133199,https://www.tripadvisor.com/Attraction_Review-g14951511-d20857750-Reviews-Omar_Bin_Al_Khattab_Mosque-Dumah_Al_Jandal_Jouf_Province.html,http://thesacredcity.ca/dawmatjandal.html,,Ancient Ruins,
Rainbow Rock,25943623,4,5,5,"Ca  30 km von Alula entfernt befindet sich diese tolle Steinformation. Die Straße abseits der Landessprache, welche dorthin führt ist nicht asphaltiert.  Wer kein Allrad hat sollte auf der hoppeligen Piste bleiben. Wenn man angekommen ist, wird man von einer super schönen Felsformation erwartet. Wir hatten das Glück, ganz ohne andere Menschen den Ort genießen zu können. Unterwegs sahen wir noch eine Kamelherde.",de,"375 Hwy., AlUla 43726 Saudi Arabia",37.92948,26.60314,https://www.tripadvisor.com/Attraction_Review-g1802184-d25943623-Reviews-Rainbow_Rock-AlUla_Al_Madinah_Province.html,,43726,Geologic Formations,
Yanbu Night Market,25307591,4,4.5,4,Nice 👍 very kind people nice shops . Hard to move around for people with special needs or stroller. Thank you for the experience,en,"King Faisal Road, Yanbu 46424 Saudi Arabia",38.059376,24.080257,https://www.tripadvisor.com/Attraction_Review-g298554-d25307591-Reviews-Yanbu_Night_Market-Yanbu_Al_Madinah_Province.html,,46424,Flea & Street Markets,
Dirab Golf and Country Club,18941351,2,5,5,Excellent golf course and club house. Food great and staff extremely helpful. Well worth the price tag especially when teeing up after 1pm.,en,Riyadh 11411 Saudi Arabia,46.49052713,24.43397611,https://www.tripadvisor.com/Attraction_Review-g293995-d18941351-Reviews-Dirab_Golf_and_Country_Club-Riyadh_Riyadh_Province.html,http://www.dirabgolf.com/,11411,Golf Courses,
Rijal Almaa Museum,23916090,3,4.5,5,قرية رُجال المع التراثية مكان تاريخي وسياحي بامتياز اقبال عليه بكثرة من السياح وهو محل جذب وفيه المنازل القديمة المترابطة عمرها يزيد فرق ٩٠٠ عام,ar,"Brightest Region Of Asir Province Of Rojal, Abha Saudi Arabia",42.27385,18.21254,https://www.tripadvisor.com/Attraction_Review-g298542-d23916090-Reviews-Rijal_Almaa_Museum-Abha_Asir_Province.html,,,Art Museums,
Sisra Well,20819410,3,4,3,"Leuk om even langs te lopen als je het kasteel hebt bezocht. 
Het is een 15 meter diepe put met een hek er omheen, niet al te bijzonder.",nl,"near Nama Jouf Agriculture Development Co., Sakaka 72373 Saudi Arabia",40.19827722,29.99184198,https://www.tripadvisor.com/Attraction_Review-g2275811-d20819410-Reviews-Sisra_Well-Sakaka_Jouf_Province.html,,72373,Ancient Ruins,
boutique_onlyme,6688328,3,4.5,4,كانت تجربه رائعه حيث يتوفر في هذا المكان الذي يقع في مدينة الخبر اشكا وانواع مختلفه من التحف والكماليات,ar,"Alkhobar, Al Khobar Saudi Arabia",50.19648,26.29068,https://www.tripadvisor.com/Attraction_Review-g298545-d6688328-Reviews-Boutique_onlyme-Al_Khobar_Eastern_Province.html,,,Gift & Specialty Shops,
Skyzone,13913205,5,4,4,"ملاهي سكاي زون الممتعة
أخذنا جولة مع الشباب والآطفال تعتبر الحديقة من أكثر مدن الملاهي في الخبر توقدم ألعاب ممتعة ورخيصة للأطفال الصغار من سن ٤ حتى ٦ سنوات ومكن للآباء الاطمئنان على أطفالهم ومشاهدتهم وهم يلهون ويلعبون بأمان وتناولنا البيتزا اللذيذة  في المقهى الموحود كما يوجد يومي السبت والثلاثاء للنساء فقط .",ar,"Ash Shati Ash Sharqi,, Dammam Saudi Arabia",48.26667,26.85,https://www.tripadvisor.com/Attraction_Review-g298547-d13913205-Reviews-Skyzone-Dammam_Eastern_Province.html,,,Playgrounds,
King Abdullah Sports City,15814883,5,5,5,"confortável, bem sinalizado, gigantesco, impressionante
um pouco quente (para quem esteve na Copa do Qatar, sem dúvida sentirá falta do ar condicionado)
acústica ajuda na imersão futebolística
pena que, para nós, tricolores, tenha faltado o título da Copa do Mundo de Clubes
",pt,"Prince Talal Ben Mansour Abdel Aziz Road, Jeddah Saudi Arabia",43.94769,26.37829,https://www.tripadvisor.com/Attraction_Review-g295419-d15814883-Reviews-King_Abdullah_Sports_City-Jeddah_Makkah_Province.html,http://www.kasc.com,,Sports Complexes,
Al Ula KSA,27121766,5,5,5,A real jewel! Get there as soon as you can to be amongst the first to discover this amazing and fascinating historical site. The Saudi's have really pulled out all the stops and made this a truly memorable experience. Who would have thought that such treasures laid awaiting to be unearthed in Saudi Arabia.,en,"Al Ula City, Medina Saudi Arabia",37.92948,26.60314,https://www.tripadvisor.com/Attraction_Review-g298551-d27121766-Reviews-Al_Ula_KSA-Medina_Al_Madinah_Province.html,,,Cemeteries,
Al Hada Mountain,19069017,5,4,5,"This time I amazed to see the deployments on Al Hada road side, they made nice cafe and sitting places for the family, we enjoy a lot in the evening time.",en,Taif Saudi Arabia,40.26766103,21.37053261,https://www.tripadvisor.com/Attraction_Review-g298553-d19069017-Reviews-Al_Hada_Mountain-Taif_Makkah_Province.html,,,Mountains,
Hidden Canyon,20139598,2,2.5,1,"Dirty and covered in rubbish, not worth visiting.  How this is considered a 'site' is beyond me. I recommend you go somewhere else, anywhere else.",en,Riyadh Saudi Arabia,46.64121438,24.68394685,https://www.tripadvisor.com/Attraction_Review-g293995-d20139598-Reviews-Hidden_Canyon-Riyadh_Riyadh_Province.html,,,Canyons,
King Salman Park,20067348,3,4.5,5,"يقع في شمال مدينة الرياض 
مجاني
مناسب لجميع فئات المجتمع ( كبار وصغار ، عزاب وعوائل  )
فيه جلسات بتصميمات جميلة بالصخور
كبير 
مناسب اكثر في فصل الشتاء في النهار
في الصيف مناسب في المساء
لا يوجد مطاعم ولا كفيات 
لا تنسى تاخذ اعراض معك",ar,Riyadh Saudi Arabia,46.72937328,24.72925388,https://www.tripadvisor.com/Attraction_Review-g293995-d20067348-Reviews-King_Salman_Park-Riyadh_Riyadh_Province.html,,,Parks,
Al Ha-ir Parks And Lakes,21389663,3,4.5,5,A very well developed and equally well maintained lake and park. A very good and a safe place to enjoy a safe and good evening with kids and adults,en,"Riyadh 14584 24°23'09.9n 46°53'31.5e, Riyadh Saudi Arabia",46.675297,24.713552,https://www.tripadvisor.com/Attraction_Review-g293995-d21389663-Reviews-Al_Ha_ir_Parks_And_Lakes-Riyadh_Riyadh_Province.html,,,Bodies of Water,
Hejaz Railway Museum,20483930,3,4,5,"The Hejaz Railway was a narrow-gauge railway running from Damascus to Medina. The Hejaz Railway Museum is a UNESCO World Heritage site. The Hejaz Railway was of strategic value to the Ottoman Turks, who opposed the Arab Revolt. T E Lawrence, known as ""Lawrence of Arabia,"" successfully sabotaged the Hejaz Railway several times.",en,"Omar Ibn Alkhtab Rd., Medina 42315 Saudi Arabia",39.600889,24.46192699,https://www.tripadvisor.com/Attraction_Review-g298551-d20483930-Reviews-Hejaz_Railway_Museum-Medina_Al_Madinah_Province.html,,42315,Specialty Museums,
Prince Hussam Park,18154557,3,4.5,3,"I have given this 3 out of 5 stars, but how good this place is depends on what you want. The view over the valley, the winding roads and tunnels is amazing, and if you want a thrill there is a glass bridge, a suspended bridge and a zip line that you will enjoy. So 5 stars for that. Otherwise the park is pretty unremarkable and I wouldnt go out of my way for it. Which doesn’t make it bad, just not notable and I’m not sure what you would do with your time.",en,Al Bahah 65522 Saudi Arabia,41.44962,20.010813,https://www.tripadvisor.com/Attraction_Review-g3238681-d18154557-Reviews-Prince_Hussam_Park-Al_Bahah_Baha_Province.html,,65522,Parks,
Thaghr Plaza,20238145,2,4.5,4,"I recently went to Thaghr Plaza and had a great time there. They have a bunch of popular cafes like Caribou, Dunkin, and Starbucks, which is awesome if you love coffee. They also have big stores like Saco, Jarir Bookstore, and Panda hypermarket for all your shopping needs.

My favorite part was finding a Chuck E Cheese's branch in the plaza. It's the best one in the city because it's not too crowded, so you can have a fun time without feeling overwhelmed. There aren't too many restaurants, but you still have a few options to choose from.

One thing I really liked about Thaghr Plaza is that it's not too busy, so it's nice and peaceful. They also have a big parking lot, which makes it easy to find a spot for your car.

I definitely recommend going to Thaghr Plaza, especially if you want to have a good time with your family.",en,"3322 Prince Mohammed Ibn Salman Ibn Abdulaziz Rd, Riyadh Saudi Arabia",46.58351073,24.75341699,https://www.tripadvisor.com/Attraction_Review-g293995-d20238145-Reviews-Thaghr_Plaza-Riyadh_Riyadh_Province.html,,,malls,
Menz Room Salon and Spa,10985610,5,4.5,4,"جيد
بق ببييباايييلىىلبينلءمعسحعيحعسخغسحعسح٦سحغسعحسمعءخغسحعءمغءمعءعمؤحعؤحعسحعسحعءخعسحعسمغءماءماءمعءحغسح٥خمغعءخنس٨مماءا",ar,"Al Hofuf, Al Ahsa Saudi Arabia",49.61508,25.34546,https://www.tripadvisor.com/Attraction_Review-g3238664-d10985610-Reviews-Menz_Room_Salon_and_Spa-Al_Hofuf_Al_Ahsa_Eastern_Province.html,http://Www.menzroomspa.com,,Spas,
Uqair Fort,23019098,5,3.5,3,"Bijzondere locatie. 
Het ziet er op een afstand uit als een ruïne van een Romeins theater maar het is nieuw gebouwd. Het is niet afgemaakt, wellicht komt dat ooit. Hoewel er een grote weg naar toe gaat met groot parkeerterrein gebeurt er volgens mijn nooit wat. Er is ook geen info paneel beschikbaar. Er is verder niemand, je kunt er zo inlopen. 
Als je toch richting Half moon Bay gaat kun je er even kijken naar ik zou niet voor omrijden.",nl,"Near Uqair Beach, Al Hofuf, Al Ahsa Saudi Arabia",50.21453,25.64436,https://www.tripadvisor.com/Attraction_Review-g3238664-d23019098-Reviews-Uqair_Fort-Al_Hofuf_Al_Ahsa_Eastern_Province.html,,,Historic Sites,
TCG Master,21287585,2,5,5,It’s a place where card players can visit to enjoy various types of card games and boardgames as well.,en,"3062 Al-Imam Saud bin Abdulaziz St. , Al-Masif Ibn Mohammad Rd, Unit Number 21 The center is in the 1st floor and the entrance is from the parking side., Riyadh 12465 Saudi Arabia",46.67932,24.755045,https://www.tripadvisor.com/Attraction_Review-g293995-d21287585-Reviews-TCG_Master-Riyadh_Riyadh_Province.html,http://www.tcgmaster.com,12465,Game & Entertainment Centers,
Nasmiles Lounge,23511970,2,5,5,Over crowded small almost countable food choices and untrained staff. Wont recommend this. Hayyak lounge in international terminal is way better than the domestic one which has osame name ironically,en,"King Khaled International Airport, Riyadh Saudi Arabia",46.708908,24.945494,https://www.tripadvisor.com/Attraction_Review-g293995-d23511970-Reviews-Nasmiles_Lounge-Riyadh_Riyadh_Province.html,,,Lounges,
The Prophet Mosque Expansion Exihibition,26100935,3,4.5,4,"Initially I thought this was about the future expansion project so was going to give it a wide berth but went ahead anyway.

There was no English guide available at the time so we joined the Urdu one which was still good but perhaps not ideal for my son.

The exhibition has a number of models and also makes use of digital screens and includes artefacts to view as well as a 500 year old mimbar.

it covers the period from when the Prophet SAWS first arrived in medina through the various stages of expansions. 

it also covers how the Rawdah was built. The model of the landscape of ancient medina and the key houses/buildings really help with visualising the seerah.",en,"Prophet Mosque, Medina Saudi Arabia",39.61417,24.46861,https://www.tripadvisor.com/Attraction_Review-g298551-d26100935-Reviews-The_Prophet_Mosque_Expansion_Exihibition-Medina_Al_Madinah_Province.html,,,Specialty Museums,
Wadi Tayyib Al Ism,19821001,4,5,5,"We were thrilled with our visit to Tayyib Al Ism.  We spent 4 months working with Zahid from a Tabuk Travel Agency (WhatsApp +966553790040) to get permits to allow us to visit.  They cost $20 each, and he obtained them for us, and emailed them to us.  We printed them out and took them with us and the military personnel that control entry looked at the paperwork and smiled and let us through.  I worried something would go wrong, but nothing did.  It was very professional and perfect.  For members of The Church of Jesus Christ of Latter-Day Saints, there's a high probability that this is the Valley of Lemuel.  If so, it's where Lehi based his family after leaving from Jerusalem.  It's where the brothers left from to get the plates and the family of Ismael.  Its where Lehi received the Tree of Life vision; where a revelation on the birth, life, crucifixions, and resurrection of Christ was given; where a revelation on the coming forth of America and the Book of Mormon was received; and where the Liahona was given.  It was a pretty special visit.  Moslems believe that this is where Moses and the Israelites crossed the Red Sea.  If you're in the area, it's worth a visit.",en,Maqnah Saudi Arabia,34.74737936,28.39716848,https://www.tripadvisor.com/Attraction_Review-g15592061-d19821001-Reviews-Wadi_Tayyib_Al_Ism-Maqnah_Tabuk_Province.html,,,Canyons,
Al-Jouf Museum of Archaeology and Folklore,14951534,2,4,4,"I passed by this museum during my trip to Dumat Al Jandal and I was very excited to see, but unfortunately it was closed, the museum building exterior is very nice, I hope it will open for the public soon.",en,Dumah Al Jandal 74665 Saudi Arabia,39.86702853,29.80991507,https://www.tripadvisor.com/Attraction_Review-g14951511-d14951534-Reviews-Al_Jouf_Museum_of_Archaeology_and_Folklore-Dumah_Al_Jandal_Jouf_Province.html,http://www.avestagroup.eu/ru/project/al-jouf-regional-museum,74665,History Museums,
Al-Qishla Palace,20871544,2,4,5,"awesome it is the best. so awesome you cant imagine. first, I thought its bad then when I went there it's so awesome.",en,"Al Mahattah, Ha'il Saudi Arabia",41.694344,27.519012,https://www.tripadvisor.com/Attraction_Review-g1641845-d20871544-Reviews-Al_Qishla_Palace-Ha_il_Ha_il_Province.html,,,Castles,
Riyadh Motor Show,10020479,4,4.5,5,"هذا المعرض مخصص لاستضافة الفعاليات المختلفة في الرياض , من معارض السيارات والعقار والتعليم والصحة  لكل منهم فترة محددة ,  فمعرض السيارات يقام لمدة اسبوع على كامل السنة كبقية المعارض , دخول الاطفال يخضع لشروط المعرض المقام",ar,"2446 King Abdullah Ibn Abdulaziz Road Riyadh International Convention & Exhibition Center, Riyadh 124518259 Saudi Arabia",46.723297,24.75114,https://www.tripadvisor.com/Attraction_Review-g293995-d10020479-Reviews-Riyadh_Motor_Show-Riyadh_Riyadh_Province.html,http://saudiarabia.angloinfo.com/lifestyle/local-tourism/events-festivals/,124518259,Exhibitions,
Al-Sudai For Gold And Jewelry,28458979,2,5,5,"من افضل معارض الذهب والمجوهرات 
وشكرا لحسن تعاملهم وتوفير جميع طلبات العميل و خدمتهم السريعه وسوف نكرر الزياره لهم باذن الله",ar,"3039 King Fahd Rd الغراوي مول, Jazan 82723 Saudi Arabia",,,https://www.tripadvisor.com/Attraction_Review-g1074315-d28458979-Reviews-Al_Sudai_For_Gold_And_Jewelry-Jazan_Jizan_Province.html,https://www.instagram.com/alsudai.7/?hl=en,82723,,
Doos,21238125,4,5,5,Such an amazing experienc! Warm welcome and lovely staff. I totally recommend this place. 5 out of 5,en,"8521 Prince Mohammed bin Salman bin Abdul Aziz Rd, Riyadh 13513 Saudi Arabia",46.59721,24.75931,https://www.tripadvisor.com/Attraction_Review-g293995-d21238125-Reviews-Doos-Riyadh_Riyadh_Province.html,http://www.dooskarting.com/,13513,Game & Entertainment Centers,
Kingdom Centre,26363846,2,5,5,"Lüksün tavan yaptığı, en pahalı mağazalar Gucci gibi burada bulunuyor. Çok katlı bir alışveriş merkezi. Tabii ki buraya gelen müşteri kitlesi de ona göre varlıklı olan üst kesim. Son derece modern ve güzel bir konseptde hazırlanmış olan bu alışveriş merkezinde gezinip dolaşmak keyf veriyor ",tr,"King Abdullah Rd, Riyadh Saudi Arabia",46.670082,24.731138,https://www.tripadvisor.com/Attraction_Review-g293995-d26363846-Reviews-Kingdom_Centre-Riyadh_Riyadh_Province.html,,,Shopping Malls,
