name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,placeID,website,city,imageUrl,description,text_sentiment,subtype
"Lahore Restaurant, Rakkin Restaurant Celebration",4.2,Pakistani restaurant,"9HP6+7X2, Al'awayshah, Tabuk 47914, Saudi Arabia",28.3856875,36.5624375,https://www.google.com/maps/search/?api=1&query=Lahore%20Restaurant%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%B1%DA%A9%D9%86%20%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%81%D8%A7%D9%84&query_place_id=ChIJW7D99rmtqRURLLClcX86A-k,5.0,,520,,ChIJW7D99rmtqRURLLClcX86A-k,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipNR4Zs6F_xAwMIOxENT8nL049TDjBk3s4iifpVY=w408-h550-k-no,,positive,Food & Dining
"Lahore Hotel, Pakistani Lahore Hotel",4.3,Pakistani restaurant,"9HQ9+2X8 20, Alaziziyah Aljadidah, Tabuk 47911, Saudi Arabia",28.3874955,36.5699663,https://www.google.com/maps/search/?api=1&query=Lahore%20Hotel%2C%20Pakistani%20%D9%84%D8%A7%DB%81%D9%88%D8%B1%20%DB%81%D9%88%D9%B9%D9%84&query_place_id=ChIJhTY18uCtqRURrHduzrJvTWU,5.0,,155,,ChIJhTY18uCtqRURrHduzrJvTWU,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPPAN39Q7XbJFJWGoEVqrL38mSbCXvCSmoxpeS3=w426-h240-k-no,,positive,Food & Dining
Mehran Restaurant,3.6,Pakistani restaurant,"9HP7+C3J، 8847، العوايشة،, Tabuk 47914, Saudi Arabia",28.3860828,36.5626436,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%85%D9%87%D8%B1%D8%A7%D9%86&query_place_id=ChIJB4NAF6utqRURxFEY1NxwvrE,5.0,,141,,ChIJB4NAF6utqRURxFEY1NxwvrE,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipOJY2dAAwOWuP5tjOqc5hPlEuSRt58hYO_b1LWI=w408-h544-k-no,,positive,Food & Dining
Samar Restaurant - Summary,3.6,Pakistani restaurant,"Al Muallifeen St, Aziziyah, Jeddah 23342, Saudi Arabia",21.5536192,39.2057459,https://www.google.com/maps/search/?api=1&query=SAMAR%20RESTAURANT%20-%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%AB%D9%85%D8%B1&query_place_id=ChIJy9NpHZLRwxUR1j-p5CElZPg,3.0,,108,,ChIJy9NpHZLRwxUR1j-p5CElZPg,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipNb9DAAyOLj8mKumzeHJQXxLbRH0ci8k0Qlt802=w463-h240-k-no,,neutral,Food & Dining
Novikov,4.3,Pan-Asian restaurant,"Ali Abou Al Ola, Ash Shati, Jeddah 23414, Saudi Arabia",21.5692159,39.1251723,https://www.google.com/maps/search/?api=1&query=Novikov&query_place_id=ChIJE1lenvrbwxURJ5MSi0ALdEI,5.0,,1214,,ChIJE1lenvrbwxURJ5MSi0ALdEI,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipPVb2AXyzSYKNpu9Wm43pZBxFvgLWZ8letj45oX=w426-h240-k-no,,positive,Food & Dining
Pizza rayyan,3.6,Pizza restaurant,"King Abdulaziz Rd, Town Center, Al Bahah 65522, Saudi Arabia",20.01252,41.4583304,https://www.google.com/maps/search/?api=1&query=Pizza%20Rayyan&query_place_id=ChIJPwLwTpRF7xUR5jRtWlVhiF4,5.0,,1256,,ChIJPwLwTpRF7xUR5jRtWlVhiF4,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipNgLyHnxTR5ys_J_khoXGpd622esRgiGmFEZ3-J=w408-h326-k-no,,positive,Food & Dining
Abha said,3.6,Restaurant,"Abha Al Jadidah, Near, Abha 62512, Saudi Arabia",18.2210484,42.4699219,https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%A8%D9%87%D8%A7%20%D9%82%D8%A7%D9%84%D8%A7&query_place_id=ChIJvdMV-OdX4xUR-U4lb2S-hss,4.0,,1305,,ChIJvdMV-OdX4xUR-U4lb2S-hss,,Abha,https://lh5.googleusercontent.com/p/AF1QipNntKAPRq0zjxI_4IxGQL8KCQTSVmhsaoBBso_S=w408-h544-k-no,,positive,Food & Dining
Abu Zaid,3.5,Restaurant,"Abu Huraira Rd, المنسك, Abha 62527, Saudi Arabia",18.2244758,42.5599559,https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%A8%D9%88%D8%B2%D9%8A%D8%AF&query_place_id=ChIJY7mFSJmr_BURuaIEQYiKS14,5.0,,289,,ChIJY7mFSJmr_BURuaIEQYiKS14,,Abha,https://lh5.googleusercontent.com/p/AF1QipOR9d5xWiFJcFqZpokTmYN2xl56NekB7_4C679W=w408-h873-k-no,,positive,Food & Dining
Al Afrah Kitchen Al Afrah Restaurant,3.9,Restaurant,"8310 Al Imam Muhammad Ibn Abdul Wahhab, Al Awayshah, 3218, Tabuk 47914, Saudi Arabia",28.3810305,36.5568325,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%A8%D8%AE%20%D8%A7%D9%84%D8%A7%D9%81%D8%B1%D8%AD%20Al%20Afrah%20Restaurant&query_place_id=ChIJR6bW0FGtqRURJYBxLwCuplk,5.0,,21,,ChIJR6bW0FGtqRURJYBxLwCuplk,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPaB8oZgV62lPllv05FQvB0bx3IDfL9y36rTSyH=w493-h240-k-no,,positive,Food & Dining
Aden Corner Restaurant,5.0,Restaurant,"خط المدينه, Almunshiyah Al Jadidah, Tabuk 47914, Saudi Arabia",28.3821073,36.569512,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B1%D9%83%D9%86%20%D8%B9%D8%AF%D9%86&query_place_id=ChIJhyMb2-qtqRURXs4YEJbaa6w,5.0,,3,,ChIJhyMb2-qtqRURXs4YEJbaa6w,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMhNcKYuLghjn3qTcrgS0m7vp9FBESpJAm8X2Fg=w533-h240-k-no,,positive,Food & Dining
Albasha Restaurant,3.7,Restaurant,"شارع المطاعم, Alulaya, Tabuk 47911, Saudi Arabia",28.3833301,36.5810847,https://www.google.com/maps/search/?api=1&query=Albasha%20Restaurant&query_place_id=ChIJv5SrchytqRURJCEwQ0WfPzE,3.0,,2028,,ChIJv5SrchytqRURJCEwQ0WfPzE,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMSFuwOT72xfx2WIY67cvfnW1RVqh3vFVWGtRCW=w514-h240-k-no,,neutral,Food & Dining
Al Arab Restaurant Sharalaam the town's town restaurant to serve meals,4.1,Restaurant,"Sharalam, Tabuk 47914, Saudi Arabia",28.3850383,36.561308,https://www.google.com/maps/search/?api=1&query=Al%20Arab%20Restaurant%20Sharalaam%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%A8%D9%84%D8%AF%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%20%D9%84%D8%AA%D9%82%D8%AF%D9%8A%D9%85%20%D8%A7%D9%84%D9%88%D8%AC%D8%A8%D8%A7%D8%AA&query_place_id=ChIJY0hR-c-tqRUROoMxBITsXbQ,4.0,,128,,ChIJY0hR-c-tqRUROoMxBITsXbQ,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipO8ZaxsyL8spqR4c0vSXsbGqsJZ0HBlIgZNJpVU=w408-h725-k-no,,positive,Food & Dining
Al Bustan Restaurant - Al Bustan Restaurant,3.3,Restaurant,Raghdan، Al Baha Saudi Arabia,20.0440394,41.4474529,https://www.google.com/maps/search/?api=1&query=Al%20Bustan%20Restaurant%20-%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D8%A8%D8%B3%D8%AA%D8%A7%D9%86&query_place_id=ChIJw-6mkfxF7xURWoKpdVZSJ5o,2.0,,1736,,ChIJw-6mkfxF7xURWoKpdVZSJ5o,,Al Baha,https://lh5.googleusercontent.com/p/AF1QipP2u0cn8VNKt_GiPzfpaa2-GbEiBLf4DmpKtxKD=w408-h272-k-no,,negative,Food & Dining
Al Deira Restaurant,4.5,Restaurant,"Al-Madinah Al-Munawarah Rd, Al Bawadi, Jeddah 21512, Saudi Arabia",21.6054741,39.1577483,https://www.google.com/maps/search/?api=1&query=Al%20Deira%20Restaurant&query_place_id=ChIJMUyUXMbRwxURWJw6e2je4e8,5.0,,19,,ChIJMUyUXMbRwxURWJw6e2je4e8,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipP5ncrUnOnVO6kMZpKzE--_ZCs1Mf9X3_ewZ68i=w408-h272-k-no,,positive,Food & Dining
Al -Fahm Restaurant,3.7,Restaurant,"2F56+5GH, King Khalid Rd, Town Center, Al Bahah 65522, Saudi Arabia",20.0079459,41.4613707,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B9%D8%A7%D9%84%D9%81%D8%AD%D9%85&query_place_id=ChIJex4xh71F7xURq3DnG8QZ1BY,5.0,,643,,ChIJex4xh71F7xURq3DnG8QZ1BY,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipMhdS5FlqLTh9rRohUZM2ZjgKp3Ds3q8nqOnhQr=w408-h408-k-no,,positive,Food & Dining
Al -Fanara Badia Restaurants,4.4,Restaurant,"6779 King Khalid Rd, Alulaya, 4040, Tabuk 47911, Saudi Arabia",28.3811046,36.5853411,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%A7%D8%B9%D9%85%20%D8%A7%D9%84%D9%81%D9%86%D8%A7%D8%B1%D8%A9%20%D8%A7%D9%84%D8%A8%D8%A7%D8%AF%D9%8A%D8%A9&query_place_id=ChIJD0RzWlmtqRURIaQQBUJ69xs,3.0,,25,,ChIJD0RzWlmtqRURIaQQBUJ69xs,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPlFufanUnEQHsxoioCeYYe6k_pOOg_2Z569QiO=w408-h306-k-no,,neutral,Food & Dining
Al Najah Broast Success Broast,3.8,Restaurant,"وسط المدينة-مقابل برج الباحة, Al Bahah Saudi Arabia",20.0120226,41.4655497,https://www.google.com/maps/search/?api=1&query=Al%20Najah%20Broast%20%D8%A8%D8%B1%D9%88%D8%B3%D8%AA%20%D8%A7%D9%84%D9%86%D8%AC%D8%A7%D8%AD&query_place_id=ChIJURKH6t9H7xURJIoI18jAJOQ,5.0,,716,,ChIJURKH6t9H7xURJIoI18jAJOQ,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipOeCqhonBlcQPOi6yebhDKbQoarwVu0JhV20_jx=w408-h306-k-no,,positive,Food & Dining
Al Liwan Restaurant,5.0,Restaurant,"King Abdallah Rd, An Naseem, Jeddah 21332, Saudi Arabia",21.5113108,39.2273409,https://www.google.com/maps/search/?api=1&query=Al%20Liwan%20Restaurant&query_place_id=ChIJoZglXyHPwxURYNWBx8xM9Gc,5.0,,9,,ChIJoZglXyHPwxURYNWBx8xM9Gc,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipP92hM2r0_4N693yCjq6CnDHLK-DNkwhDN-r7j6=w408-h544-k-no,,positive,Food & Dining
Al Nakheel Restaurant,3.9,Restaurant,"حي, Al Kurnaysh Br Rd, Ash Shati, Jeddah 23413, Saudi Arabia",21.5645709,39.1119218,https://www.google.com/maps/search/?api=1&query=Al%20Nakheel%20Restaurant&query_place_id=ChIJh_DJ9inbwxUR0N9frVfFbdI,5.0,,8419,,ChIJh_DJ9inbwxUR0N9frVfFbdI,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipMfkDwIwU59bUk-HrdHUYJ-GFFWfGanTtdvCfrz=w408-h313-k-no,,positive,Food & Dining
Harfat Al Bukhari Countryside Restaurant,4.3,Restaurant,"King Fahd Rd, Alra'ib, Al Bahah 65528, Saudi Arabia",20.0149797,41.4699095,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%AD%D8%B1%D9%81%D8%A9%20%D8%A7%D9%84%D8%B1%D9%8A%D9%81%20%D8%A7%D9%84%D8%A8%D8%AE%D8%A7%D8%B1%D9%8A&query_place_id=ChIJQ-e2gx5F7xURO58TdqQASKk,5.0,,18,,ChIJQ-e2gx5F7xURO58TdqQASKk,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipPv2sTd7d_lOWzfJ4dG64dLvgsMuSIj3z-5Lx1z=w408-h330-k-no,,positive,Food & Dining
Al Saudi Restaurant,3.9,Restaurant,"Al Amariyah, As Sulimaniyah, Riyadh 12232, Saudi Arabia",24.6957429,46.7031135,https://www.google.com/maps/search/?api=1&query=Al%20Saudi%20Restaurant&query_place_id=ChIJuWlIE3MDLz4RsC-64x064s8,3.0,,4788,,ChIJuWlIE3MDLz4RsC-64x064s8,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipMGqky5PS6ScazLsce0S-HE7Fh30jxP-BlKsG25=w408-h269-k-no,,neutral,Food & Dining
Altawon Restaurant And Bakery,3.9,Restaurant,"7443 طريق الجنوب 2317, Al Bahah 65722, Saudi Arabia",20.0659041,41.4493884,https://www.google.com/maps/search/?api=1&query=Altawon%20Restaurant%20And%20Bakery&query_place_id=ChIJM0zIcSVG7xURq01s3jZaAnA,4.0,,835,,ChIJM0zIcSVG7xURq01s3jZaAnA,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipOTxB1icmMEWFlpB-zc-UbB-NJpJanESQ-4DyK5=w408-h287-k-no,,positive,Food & Dining
Tree restaurant,3.6,Restaurant,"Al Imam Muhamed Ibn Saud, Alkhalidiyah, Abha 61521, Saudi Arabia",18.2211695,42.4906158,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D8%B4%D8%AC%D8%B1%D8%A9&query_place_id=ChIJ76V64DFV4xUR7W2hHkY3BkM,5.0,,63,,ChIJ76V64DFV4xUR7W2hHkY3BkM,,Abha,https://lh5.googleusercontent.com/p/AF1QipNVZl1d3fucnZgGn-zOd2IZhXyKpqaWxGzGdJOZ=w408-h541-k-no,,positive,Food & Dining
Pie King,3.7,Restaurant,"Umar Ibn Abdulaziz, Al Tabjiah, Abha 62521, Saudi Arabia",18.212193,42.502738,https://www.google.com/maps/search/?api=1&query=Pie%20King&query_place_id=ChIJucukPXhU4xUR9Q65-tqnE0k,4.0,,1284,,ChIJucukPXhU4xUR9Q65-tqnE0k,,Abha,https://lh5.googleusercontent.com/p/AF1QipMWz5aj9HRynGgdfsjYuOexF_MYLetM1k4ygrFF=w426-h240-k-no,,positive,Food & Dining
Khalifa beans Al-Baha,4.2,Restaurant,"Al Quds Rd, Town Center, Al Bahah 65522, Saudi Arabia",20.0090454,41.4611363,https://www.google.com/maps/search/?api=1&query=%D9%81%D9%88%D9%84%20%D8%AE%D9%84%D9%88%D9%81%D8%A9%20%D8%A7%D9%84%D8%A8%D8%A7%D8%AD%D9%87&query_place_id=ChIJtYvME5ZF7xUR0A_p0YgkKUk,4.0,,6736,,ChIJtYvME5ZF7xUR0A_p0YgkKUk,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipNM88N9INDKVGLzGRHFTVoGsRQ9rWa-SJ-bfYaj=w408-h305-k-no,,positive,Food & Dining
Alishan Restaurant,3.8,Restaurant,"MP97+F8R، شارع سميحة, حي الوزران, Al Wizarat, Riyadh 12626, Saudi Arabia",24.6687288,46.7132758,https://www.google.com/maps/search/?api=1&query=Alishan%20Restaurant&query_place_id=ChIJtdIZ8GMELz4RhqoZ_NItd1E,3.0,,195,,ChIJtdIZ8GMELz4RhqoZ_NItd1E,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipOhlmOUFTtbsFRtJma_bzUb1hj6K_1k0LV1sPL6=w408-h904-k-no,,neutral,Food & Dining
Matam Banan Lounge,3.9,Restaurant,"4889، المروج، تبوك 47312 8568،, Tabuk 47312, Saudi Arabia",28.4206275,36.5873851,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A8%D9%86%D8%A7%D9%86%20%D9%84%D8%A7%D9%88%D9%86%D8%AC&query_place_id=ChIJ1RYN7KqzqRUR_MmssT8cPsU,4.0,,949,,ChIJ1RYN7KqzqRUR_MmssT8cPsU,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMKGahsBfFlSbQ73Wb7Qy0VXLh-4B9yLHE7Ypbp=w426-h240-k-no,,positive,Food & Dining
Bengali Hotel,4.1,Restaurant,7214، 4691، طريق، الجنوب،، Towen Center، Al Bahah، 65522 Saudi Arabia,20.0114808,41.4634052,https://www.google.com/maps/search/?api=1&query=Bengali%20Hotel&query_place_id=ChIJUaMxUb5F7xURBVxWSvd035A,5.0,,13,,ChIJUaMxUb5F7xURBVxWSvd035A,,Al Bahah,,,positive,Food & Dining
BATAT BUKHADDIN FOODTRUCK,4.5,Restaurant,"ممشى السواد الجديد, Albaher, Al Bahah 65525, Saudi Arabia",20.0244445,41.4740482,https://www.google.com/maps/search/?api=1&query=%D8%A8%D8%B7%D8%A7%D8%B7%20%D8%A8%D9%88%20%D8%AE%D8%AF%D9%8A%D9%86%20%D9%81%D8%B1%D8%B9%20%D8%A7%D9%84%D8%A8%D8%A7%D8%AD%D9%87%20BATAT%20BUKHADDIN%20FOODTRUCK&query_place_id=ChIJIy2H3V9F7xURk4p4vnth-Tc,5.0,,207,,ChIJIy2H3V9F7xURk4p4vnth-Tc,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipPk1dSyrW3jHLAtCCbJFMGWO55Fm0SdyjLz8Zwa=w408-h725-k-no,,positive,Food & Dining
Brust Youssef Restaurant,3.7,Restaurant,"2F67+J33, Town Center, Al Bahah 65522, Saudi Arabia",20.0115166,41.4626639,https://www.google.com/maps/search/?api=1&query=Brust%20Youssef%20Restaurant&query_place_id=ChIJh4pHJr5F7xURRQ-uFxVSO3Y,5.0,,210,,ChIJh4pHJr5F7xURRQ-uFxVSO3Y,,Al Bahah,https://lh5.googleusercontent.com/p/AF1QipPTO2UAvJ5lz-FUWrzfZMEK6CDypmPpwp3H9LQ=w408-h544-k-no,,positive,Food & Dining
"Best of luck, Shay Adani",4.4,Restaurant,"8658 Muhammad Al Hamidi, Al'awayshah, Tabuk 47914, Saudi Arabia",28.384306,36.5601658,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%88%D9%81%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AA%D9%88%D9%81%D9%8A%D9%82%20%D8%B4%D8%A7%D9%8A%20%D8%B9%D8%AF%D9%86%D9%8A&query_place_id=ChIJ_08kQ1OsqRURH1lFw4KYP3c,5.0,,77,,ChIJ_08kQ1OsqRURH1lFw4KYP3c,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipNmXhzN5U9Fr0RJCL_oMbmh8IXIPKMyy3wqS6Kw=w408-h306-k-no,,positive,Food & Dining
Buffet to Rahma Al -Ghamdi,4.3,Restaurant,"8302 3891 Ubbadah Ibn As Samit, Almunshiyah Al Qadimah, Tabuk 47914, Saudi Arabia",28.3810378,36.5639254,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%88%D9%81%D9%8A%D8%A9%20%D8%B1%D8%AD%D9%85%D8%A9%20%D8%A7%D9%84%D8%BA%D8%A7%D9%85%D8%AF%D9%8A&query_place_id=ChIJJQtjBwWtqRURKuT1KTF1rvg,5.0,,361,,ChIJJQtjBwWtqRURKuT1KTF1rvg,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPYQh-wJc1jvnjM-ChOtVlTwCTLGrL71yswaR6w=w408-h408-k-no,,positive,Food & Dining
Sincerity buffet,4.1,Restaurant,"3604 جادة الامير فهد بن سلطان،, Al'awayshah, Tabuk 47914, Saudi Arabia",28.3843791,36.5608866,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%88%D9%81%D9%8A%D8%A9%20%D8%A7%D9%84%D8%A7%D8%AE%D9%84%D8%A7%D8%B5&query_place_id=ChIJbWOEWFOsqRURY4v3qnPoDV8,4.0,,592,,ChIJbWOEWFOsqRURY4v3qnPoDV8,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipO1ZR-0DY9Av_fkvpamjeOhD8yXxB6UAH2oDbeq=w408-h907-k-no,,positive,Food & Dining
Bukhari Restaurant,3.9,Restaurant,"7681 As Sadiq, Al Nuzhah, 4427, Abha 62521, Saudi Arabia",18.2148307,42.5101909,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A8%D8%AE%D8%A7%D8%B1%D9%8A&query_place_id=ChIJo8QZJDdV4xURvEyQ0U4tU-A,4.0,,131,,ChIJo8QZJDdV4xURvEyQ0U4tU-A,,Abha,,,positive,Food & Dining
Citizen,4.3,Restaurant,"بوليفارد قرمية, As Sharafiyah, Abha 62542, Saudi Arabia",18.2336118,42.5054877,https://www.google.com/maps/search/?api=1&query=Burgerizzr&query_place_id=ChIJ7XVbZLpV4xURuhr28bNxbZg,5.0,,2367,,ChIJ7XVbZLpV4xURuhr28bNxbZg,,Abha,https://lh5.googleusercontent.com/p/AF1QipO1_9G801whqU0pULRzD4Pall3WL5FPj1uYSw3P=w408-h306-k-no,,positive,Food & Dining
Boofiya Booray Nothing,4.2,Restaurant,"H58P+7PH, Al Faisaliyyah, Jeddah 23444, Saudi Arabia",21.5656987,39.1868524,https://www.google.com/maps/search/?api=1&query=Boofiya%20Booray%20Wala&query_place_id=ChIJTf-kmE_QwxURZQ05oqEsFzM,5.0,,711,,ChIJTf-kmE_QwxURZQ05oqEsFzM,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipOgVe3b_oI5eRZfkAJfPle3Wv5cu1UCv2osqlD-=w426-h240-k-no,,positive,Food & Dining
Kandy Restaurants (SKY STAR),4.1,Restaurant,"G5GM+RJC, Al Sayedah Rouqaiah, Al Sharafeyah, Jeddah 23218, Saudi Arabia",21.5270538,39.184007,https://www.google.com/maps/search/?api=1&query=Kandy%20Restaurants%20(SKY%20STAR)&query_place_id=ChIJ-x6eE8XPwxURy4kiEXz3fKA,2.0,,440,,ChIJ-x6eE8XPwxURy4kiEXz3fKA,,Jeddah,https://lh5.googleusercontent.com/p/AF1QipMIB-yEn8S_1zF9o4_MtwF3seCH7vO9fQBdlPkU=w408-h544-k-no,,negative,Food & Dining
Caravan Restaurant 014420743,4.4,Restaurant,"First floor enjaz bank، 3668 صالح التويجري، المنشية القديمة 8513, Tabuk 47914, Saudi Arabia",28.3831453,36.5613291,https://www.google.com/maps/search/?api=1&query=Caravan%20Restaurant%20014420743&query_place_id=ChIJwdY1hVSsqRURdlD7Zf1353c,5.0,,188,,ChIJwdY1hVSsqRURdlD7Zf1353c,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMtwRD2hf6VLOjG19phF4wRSbJuyhCfvsFL_3Ks=w408-h535-k-no,,positive,Food & Dining
Kudu - Abha Airport,3.4,Restaurant,"international airport, Abha 62439, Saudi Arabia",18.2343646,42.6579026,https://www.google.com/maps/search/?api=1&query=Kudu%20-%20Abha%20Airport&query_place_id=ChIJY7noJQCp_BUR-FgW9loSkcE,5.0,,12,,ChIJY7noJQCp_BUR-FgW9loSkcE,,Abha,https://lh5.googleusercontent.com/p/AF1QipPLiXnSmKfnhTDmem9e3WicRLU8uUfG1xLtXGpi=w408-h544-k-no,,positive,Food & Dining
Al-kofeia Restaurant,4.1,Restaurant,"مقابل لوكالايزر مول, Prince Muhammad Ibn Abd Al Aziz, Al Olaya, Riyadh 12241, Saudi Arabia",24.700187,46.6916188,https://www.google.com/maps/search/?api=1&query=Al-kofeia%20Restaurant&query_place_id=ChIJ-zda4RYDLz4R96oFZWh-MtE,5.0,,22468,,ChIJ-zda4RYDLz4R96oFZWh-MtE,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipOE4Ocr2c6G47QlNs6zIZwUg75ziQ4rn45D4hHH=w408-h479-k-no,,positive,Food & Dining
Kudu - Al Muruj - Tabuk,3.7,Restaurant,"Abo Bakr Al Seddik St, Al Muruj, Tabuk 47312, Saudi Arabia",28.4174856,36.5823428,https://www.google.com/maps/search/?api=1&query=Kudu%20-%20Al%20Muruj%20-%20Tabuk&query_place_id=ChIJBZr7Tm6tqRURruxgYjcl7GM,5.0,,715,,ChIJBZr7Tm6tqRURruxgYjcl7GM,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPzI4ek12Bg-DSVwfqhQBuJJhwT-B2GgVsQoFaz=w425-h240-k-no,,positive,Food & Dining
Kabba,4.6,Restaurant,"PM6F+9PH, Al Olaya, Riyadh 12214, Saudi Arabia",24.7109496,46.6743529,https://www.google.com/maps/search/?api=1&query=Kabba&query_place_id=ChIJL0HN9dMCLz4RASmU9uWqVWc,5.0,,17,,ChIJL0HN9dMCLz4RASmU9uWqVWc,,Riyadh,https://lh5.googleusercontent.com/p/AF1QipNMqNcSmovREJxoXeteeVKzeLRtIIE90sdhcQLv=w408-h544-k-no,,positive,Food & Dining
Diwan Al Hashi restaurants,4.0,Restaurant,"6921 3475 Al Amir Sultan Ibn Abdul Aziz Rd, Alulaya, Tabuk 47911, Saudi Arabia",28.3826294,36.5792682,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%A7%D8%B9%D9%85%20%D8%AF%D9%8A%D9%88%D8%A7%D9%86%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B4%D9%8A&query_place_id=ChIJsTyI8G6tqRURmzFbbfk74k4,5.0,,1313,,ChIJsTyI8G6tqRURmzFbbfk74k4,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipO9zddHj5an8UMcvtR-c7T3_Nd8iToF1sOuRbIg=w408-h576-k-no,,positive,Food & Dining
een sukkar restaurant - Ain Sukkar Restaurant,4.7,Restaurant,"Faisaliyah South Dist, Alulaya, Tabuk 47911, Saudi Arabia",28.3762796,36.5798227,https://www.google.com/maps/search/?api=1&query=een%20sukkar%20restaurant%20-%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%B9%D9%8A%D9%86%20%D8%B3%D9%83%D8%B1&query_place_id=ChIJW1z5P9itqRURJNPEAkqUGMA,5.0,,1973,,ChIJW1z5P9itqRURJNPEAkqUGMA,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipPIgK72qVFIi-D8bwGeJhjQJUBYoySasoJR1Brx=w408-h272-k-no,,positive,Food & Dining
Khayal Popular Restaurant,4.0,Restaurant,"King Faisal Rd, As Sharafiyah, Abha 62542, Saudi Arabia",18.2369472,42.5003231,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B4%D8%B9%D8%A8%D9%8A%D8%A7%D8%AA%20%D8%AE%D9%8A%D8%A7%D9%84&query_place_id=ChIJ_x5vGudV4xURkhVbzS-Z4Uo,5.0,,98,,ChIJ_x5vGudV4xURkhVbzS-Z4Uo,,Abha,https://lh5.googleusercontent.com/p/AF1QipMv92mmmsWhpBJGEU3HKjOGH1asez7OBbT2i3h1=w408-h306-k-no,,positive,Food & Dining
Cello Veranda -Chilo Bernda,3.8,Restaurant,"6FC9+GRM, Abha Al Jadidah, Abha 62512, Saudi Arabia",18.2210214,42.4696663,https://www.google.com/maps/search/?api=1&query=Cello%20Veranda%20-%D8%AA%D8%B4%D9%8A%D9%84%D9%84%D9%88%20%D8%A8%D8%B1%D9%86%D8%AF%D8%A9&query_place_id=ChIJSRKL4ZZX4xURZ6w_ZORjoLU,5.0,,314,,ChIJSRKL4ZZX4xURZ6w_ZORjoLU,,Abha,https://lh5.googleusercontent.com/p/AF1QipPPyz3A1YeyiVfCUaZTpA9XAeIDJzlThtlM04BR=w408-h272-k-no,,positive,Food & Dining
